Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,-1,"At Tagup, we use machine learning to make the machines that power the world safer, more reliable, and more efficient. As a rapidly scaling AI/ML technology company, we are looking to expand our team.

As a rapidly scaling technology company, we are expanding our commercial deployments team to support revenue growth. We are currently looking for a Data Scientist to join our growing team. In this position, the Data Scientist will work closely with our deployments team to deliver cutting-edge analytics/software solutions to our customers. The Data Scientist will deliver/implement analytics solutions that create value for our customers and ensure sustained customer satisfaction with the technical services implemented.

Candidates for this position should have direct experience working with enterprise customers.
Responsibilities
Develop and deploy analytic models on industrial data
Integrate new data sources into our data pipeline
Build and maintain data processing and visualization tools
Validate model performance and quantify value creation potential
Co-author technical reports on data analysis and model performance
Work with customers to understand new data sources and the industrial processes they will support
Desired Skills
3+ years of data science work experience
Deep experience with python
Experience shipping products and features early/often
Experience working with very large datasets, especially using Dask
Bonus Points
Background in time series analysis, hidden Markov models, Gaussian processes, or variational inference.
Familiarity with node.js or front-end JavaScript
As a fast growing technology company, we offer all members of the team part-ownership through an Employee Stock Option Plan. We also offer health insurance benefits, discounted gym memberships, and encourage a team-oriented work environment with regular company outings.

Tagup is an equal opportunity employer and individuals seeking employment with us are considered without regards to race, color, religion, national origin, age, sex, marital status, physical or mental disability, veteran status, gender identity, sexual orientation, or any other characteristic protected by law.

To all recruitment agencies: Tagup does not accept agency resumes. Please do not forward resumes to our jobs alias, Tagup employees or any other organization location. Tagup is not responsible for any fees related to unsolicited resumes.",4.0,"Tagup
4.0","Somerville, MA",1 to 50 Employees,Company - Private,Company - Private,-1,-1,-1
Data Scientist,80 k$-136 k$ (Esti. de Glassdoor),"Boston MA, Houston TX

2021 vacancies open now. We are looking for the best science, mathematics and engineering graduates and postgraduates to join us and help solve the complex, real-world challenges faced by industry-leading companies at the forefront of science and technology.

You will have the opportunity to apply the knowledge you have gained during your studies and use a range of skills to create, develop and deliver solutions that truly make a difference in the world.

The Role

You will help our clients solve a variety of science and engineering problems. Projects can span a range of activities and your responsibilities will include:

Combining domain knowledge and technical skills to understand and solve the complex challenges facing our clients.
Using data science, analytics and a variety of analytical, statistical or machine learning techniques to interpret client data, helping them to make better-informed business decisions.
Designing and developing custom software solutions or tools (e.g. visualization).
Building strong relationships, communicating and collaborating with clients and colleagues.

Our projects are exciting and rewarding and provide plenty of opportunities to learn and develop. You will be assigned to projects based on your existing skills and experience, but you will also learn new domains and technologies and apply innovative thinking and transferable skills to solve new challenges.

Requirements
Bachelors, Masters or PhD in science, engineering or math.
The ability to interpret complex data using a variety of analytical, statistical or machine learning techniques.
Software underpins many of the solutions we provide, so you need to have some programming skills. We do not expect you to be an expert, but a good grounding in one of our core languages is required: Java, Python, C, C#, C++, R, Matlab.
Excellent interpersonal skills and the ability to explain complex concepts to clients and colleagues from all backgrounds.
The eagerness and capacity to quickly learn new domains and technologies.
Career Development and Training

We offer excellent future prospects. While we do offer traditional career paths, most staff end up shaping their own based on their aspirations, the skills they have developed and the projects they have worked on. As your career progresses, you will be able to contribute to projects in a variety of roles, from Data Scientist and Software Developer to Business Analyst and Project Manager, or any combination of these. We take personal development seriously and all staff receive an annual training allowance of 150 hours, which can be used to learn new technical and soft skills, often leading to recognized professional qualifications.

About Tessella

Tessella is one of the world’s leading data science and AI consultancies. We have developed a reputation for helping clients solve their most complex technical challenges by unlocking the power of their data, enabling better-informed business decisions.

Our work is at the cutting-edge of high-tech R&D and our projects are varied and rewarding. For example, in pharmaceutical companies we solve computational problems for chemists at the early stages of drug discovery and development, ultimately getting drugs to market faster. We help consumer goods companies model and simulate new product ideas and perform data analysis to improve their processes. We also support oil and gas engineers with the computational challenges of exploration and production, from reservoir modelling to writing control systems. In space and defense, we have written algorithms and solved complex mathematical problems to control satellites and radar systems.",3.6,"Tessella
3.6","Boston, MA",1 to 50 Employees,1980,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Aviation Data Scientist and Machine Learning Engineer,106 k$-182 k$ (Esti. de Glassdoor),"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.

MITRE has an immediate opening for an Aviation Data Scientist with a specialization in machine learning to be part of a dynamic team of professionals working to improve the efficiency of traffic flow management operations in the United States National Airspace System (NAS). We are looking to expand our team with someone with demonstrated technical excellence involving analysis of aviation data and the application of machine learning techniques to solving complex problems. Key Functions: The successful candidate will be part of a team conducting analyses of multiple, integrated sets of aviation, weather, and other related data to identify ways to improve predictive models, identify trends impacting operations, and apply machine learning techniques to solve complex problems. Qualifications: Preferred Qualifications: - Experience using tools such as Java, R, and Python to prepare and analyze time series data. - Coding, data modeling, simulation, and data visualization experience (e.g., Tableau). - Excellent statistical and mathematical skills. - Excellent written and verbal communications skills. - Experience with machine learning techniques and algorithm development. - Familiarity with machine learning frameworks (like TensorFlow, Keras, or PyTorch) and libraries (like scikit-learn). - Knowledge of Hadoop (e.g., Pig, Spark) or another distributed computing system. - Past experience working in the aviation domain and with aviation data. Skill is desired, but not required. Minimum Qualifications: BS in Data Science, Machine Learning, or related field of study.

MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.5,"MITRE
3.5","McLean, VA",5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD)
Data Scientist,-1,"Senior Data Scientist

Location: NYC Office or Fully Remote

About Vic.ai

Vic.ai is creating the ""Intelligent Accounting"" era, using artificial intelligence to automate accounting and provide advisory, business insight, and eventually business foresight.

We're a Series A stage start-up, founded by three Norwegian entrepreneurs and backed by renowned Silicon Valley investors (including Costanoa Ventures, Cowboy Ventures, and GGV Capital). We're US-based, but our team is global, from New Zealand to California. We're bringing AI to Finance and Accounting because the industry is ripe for automation and big-data insight and the market is huge: $200B just in the US.

We have two main office locations, New York and Oslo. We have a well established remote-work culture, and over 50% of our team has worked fully remotely since we started.

About you

You've been a software engineer for 5+ years, but you've been a tinkerer and a builder your whole life. We're a team of builderswhen we aren't building Vic.ai, we're tinkering with a personal project, contributing to open source, modding a drone, building a computer from components, etc.

You know a great data pipeline from a standard one, because you started out building textbook ones, and learned through experience all the things that make a pipeline robust, transparent, and scalable.

You're ready for the next step in your career, ready to take on fast-moving challenges. You're enthusiastic about AI and the possibilities it opens for software development and transforming traditional work. You aim at reaching greatness and delivering exceptional outcomes in your work.

As a team player, you are not afraid of reaching out to your colleagues to discuss development challenges, especially when you are stuck trying to solve a specific issue.

You are fluent in English.

Role details

You will become part of our core back-end team reporting to our Engineering Manager and responsible for the systems that tie everything together into a production environment for our customers. The main focus of the role is to develop and scale our core cloud-based processing service, which includes our OCR technology, extracting data from various sources into databases, generating datasets for machine learning and structuring communication with our AI models.

We mainly develop in and use
Python
Pandas
AWS (EC2, RDS, KMS, SNS, etc)
Docker + Kubernetes + Rancher
Git
extensively throughout our platform, so advance knowledge of these is highly preferred.

In addition, our technology stack includes the following components, knowledge of which is desired:
Django
Celery
Elixir + Phoenix
Angular.io / TypeScript
Tesseract + Textract
TravisCi
Key areas of responsibility
You will own the data pipelines that feed and interact with our AI models! You will build them, monitor them, scale them.
Our AI eats large amounts of data. You will work closely with our AI team to set up scalable data storage solutions, for managing our datasets.
As part of continuous improvement take ownership of relevant system components to improve functionality, stability and/or capability
Qualifications

Bachelor or Master's Degree in Computer Engineering, Computer Science, Statistics, or similar studies

Experience
Experience (3+ years) with Python, including extensive experience with Pandas.
Experience operating, scaling, and optimizing databases and storage systems on the cloud. Strong AWS experience preferred
You know that deploying software is as much about the environment as it is about the code: experience with docker, unit testing, Ci systems (TravisCi or CircleCi preferred), performance monitoring, log monitoring, and security
What we offer
An exciting work environment operating at the forefront of AI technology development
A company full of talented, curious, and friendly people
A competitive compensation package
Company-paid benefits for employees such as medical, dental, vision, disability, and life insurance
The opportunity to work fully remotely
Flexible time schedules
A workstation and tools of your choice",5.0,"Vic.ai
5.0",Remote,1 to 50 Employees,2016,Unknown,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
"Data Scientist, Product (Perception)",108 k$-177 k$ (Esti. de Glassdoor),"Snap Inc. is a camera company. We believe that reinventing the camera represents our greatest opportunity to improve the way people live and communicate. Our products empower people to express themselves, live in the moment, learn about the world, and have fun together.

Snapchat is the camera used by millions of people every day to Snap with family, watch Stories from friends, see events from around the world, and explore expertly curated content from top publishers. In short, we are a passionate team working hard to build the best platform in the world for communication and storytelling.

We are looking for a Data Scientist to join our Perception team at Snap Inc! Our team builds products that help the Snapchat camera intelligently understand the world. Working from our New York City office, you will use data to help the team understand what is working, what to improve and what gaps we have. Partnering with Product, Design and Engineering, you will be a core member in driving our overall roadmap and long-term strategy

What you’ll do:

Use your quantitative skill sets to present data in an organized way that goes beyond the numbers and articulates how Snapchat Users interact with our products

Set product goals, design and evaluate experiments, monitor the health of our products and understand changes to our KPIs

Partner with Product, Design and Engineering to influence and inform our roadmap, strategy and product launches

Exploratory analysis that influence longer-term thinking including understanding how our products impact the broader ecosystem and user behavior trends

Knowledge, Skills, Abilities:

Excellent verbal and written communication skills, with high attention to detail

Strong statistical knowledge

Ability to initiate and drive projects to completion with minimal guidance

A team player who can collaborate with engineers, product managers, designers and other cross-functional teams

Minimum Qualifications:

Bachelor’s degree in math, statistics, computer science, or other quantitative field

3+ years of experience in quantitative analysis & data science or a related field

Fluency in SQL or other big data querying language

Preferred Qualifications:

Master or Ph.D degree in math, statistics, computer science, or other quantitative field

Experience with causal inference techniques, experimental design and/or A/B testing

Experience with analytical packages such as SciPy or R

Experience with a programming language, such as Python

Experience in a product-focused role at a social media and/or mobile technology company

At Snap, we believe that having a team of diverse backgrounds and voices working together will enable us to create innovative products that improve the way people live and communicate. Snap is proud to be an equal opportunity employer, and committed to providing employment opportunities regardless of race, religious creed, color, national origin, ancestry, physical disability, mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, pregnancy, childbirth and breastfeeding, age, sexual orientation, military or veteran status, or any other protected classification, in accordance with applicable federal, state, and local laws. If you have a disability or special need that requires accommodation, please don’t be shy and contact us at accommodations-ext@snap.com .",3.9,"Snapchat
3.9","New York, NY",1001 to 5000 Employees,2011,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,"Koverse helps our customers use data intelligence to solve significant challenges. Our technology powers game-changing solutions with unprecedented scale, security, and performance. Our team has contributed to some of the biggest, most strategic data initiatives sponsored by government organizations and global industry leaders.
Everyone is a key contributor at Koverse. Our culture is focused on promoting a respectful, fun, and productive work environment. We support transparency, accountability, meritocracy, and candid discussion whether working remotely or in the office.
We’re looking for problem-solvers who enjoy tackling complex issues. Team players with proven expertise and enthusiasm for innovation. Go-getters who strive to exceed expectations and delight our customers. Join us!

Data Scientist
Koverse is looking for a Data Scientist to join our fun, entrepreneurial, innovative and collaborative team. This position can be located in any of the Koverse hubs: Seattle, Denver, Portland, Eugene, or Washington-Baltimore metro areas. Flexibility to travel occasionally (but not too frequently) to customer sites or Koverse locations, both domestically and internationally, is required.
As a Data Scientist you will:
Work directly with customers in a technical role to help ensure smooth adoption of Koverse software and develop cutting-edge solutions using Koverse software
Listen to customers and act as a consultative partner to help them uncover actionable insights from their data
Spec, build, test and deploy customized machine learning and/or other mission-focused data science applications based on customer requirements
Produce customer documentation and reports to communicate results
Contribute technical content and tutorials to custom application documentation
We are looking for the following technical experience:
Practical experience with state-of-the-art data mining, statistical modeling, data science, and machine learning techniques and libraries
Use of Python or Scala for data science applications
Notebook environments such as Jupyter and Zeppelin
Experience with Apache Spark (e.g., PySpark, MLlib, and/or Spark with Scala)
Using well-know data science libraries to create visualizations and communicate results
Experience cleaning messy, incomplete, or imperfect data
Experience with feature extraction and feature engineering techniques
In addition, you should have the following:
3+ years professional experience as a data scientist
Excellent written communication skills, including technical documentation
Proven exceptional oral communication skills
Ability to build strong, lasting relationships with customers
Self-starter who can work as part of a virtual team and remain motivated in a dynamic environment
BA or BS in a technical field of study, though an additional 4 years of experience may be substituted for a degree
If this sounds like you, please send your resume along with a brief paragraph highlighting why you would make a great addition to the team. Please include the job title in the subject line and email careers@koverse.com.

Our Benefits
Aside from our supportive culture, Koverse employees enjoy some of the best benefits in tech:
Remote work-from-home + in-office options
Team lunch during on-site days
Flexible schedule to support work-life balance
Occasional travel for company-wide meetings and social events
Medical, dental and vision insurance: Low employee premiums with multiple levels of coverage available
Company-paid life insurance
Flexible Spending Account (FSA)
401(k) retirement plan
Stock options (Pre-IPO)
Unlimited personal time off

About Koverse
Koverse enables organizations to create and use data intelligence. Our technology is trusted by global industry leaders in biopharma, finance, government, professional services, and high tech. Our founders are former NSA data architects who created Apache Accumulo, the fast and scalable data store with cell-level security. Accumulo is the foundation for the Koverse Intelligent Solutions Platform (KISP) which powers PwC’s Know Your Vendor and other intelligent solutions. Koverse is an employee-directed profitable company with hubs in Seattle, Denver, and the Washington-Baltimore metro areas.",4.6,"Koverse
4.6","Seattle, WA",1 to 50 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD)
EUV Staff Controls Systems Scientist,98 k$-145 k$ (Esti. de Glassdoor),"Introduction
ASML US brings together the most creative minds in science and technology to develop lithography machines that are key to producing faster, cheaper, more energy-efficient microchips. We design, develop, integrate, market and service these advanced machines, which enable our customers - the world’s leading chipmakers - to reduce the size and increase the functionality of their microchips, which in turn leads to smaller, more powerful consumer electronics. Our headquarters are in Veldhoven, the Netherlands, and we have 18 office locations around the United States including main offices in Chandler Arizona, San Jose and San Diego California, Wilton Connecticut, and Hillsboro Oregon.
This position requires access to controlled technology, as defined in the Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with applicants who are immediately eligible to access controlled technology.
Job Mission
We are presenting you with a unique and exciting opportunity to join a dynamic and innovative Technology Development team, focused on conceiving and demonstrating the technologies required for next generations of high-power extreme ultraviolet (EUV) light sources. Based on a laser produced plasma (LPP), our light source relies on a wide range of unique and challenging technologies, ranging from laser light amplification and high-power optical systems to laser produced plasma for EUV generation, electro-optical signal detection and algorithm-based actuation for process control. You are invited to bring your passion, knowledge and expertise in areas of applied physics, plasmas, metrology, optics, controls, lasers, and experiment design to push the boundaries of these technologies forward.
In this role, you will advance the EUV control system architecture for next generation products. You will be invited to join the research team responsible for increasing Power and Dose of the next generation EUV product. You will interface with software teams, laser teams and plasma scientists working together to scale EUV power and stability. The team executes full scale architecture performance demonstrations, where the controls system is the heart of the EUV source. We are looking for someone who has the capability and drive to understand and push the existing technology forward into the future.
Job Description
Responsibilities
A controls scientist who can conduct research experiments designed to provide recommendations to product team that guide development of EUV source controls architecture.
Provide metrology, actuation, and stabilization design guidelines, performance requirements and procedures to product teams
More specifically, development laser to target control systems that allow for specific techniques for actuation, stabilization (both passive and active), and control in order to improve the EUV generation process
Identification of key scientific learning objectives and corresponding experimental design which will further the technological progress of the EUV generation process
Demonstration of system-wide performance targets to meet the future technology roadmap
Plan, develop and execute system and subsystem performance tests, analyze test results and extract actionable knowledge from sub-module to full-system levels
Document learning and communicate knowledge to engineering and product development teams to guide product improvement and release of new product nodes
Work independently and in teams to deliver on a stated objective, whether it be the pursuit of new knowledge, the demonstration of a new capability, or the characterization of existing performance
Education
PhD or MS degree with a minimum of 8 years of relevant experience in controls, software, plasma science engineering, photonics or equivalent fields.
Experience
Hands-on experience with complex system design and build, characterization, and troubleshooting
Deep understanding of control theory with educational experience
Deep understanding of scientific research methods and strong curiosity
Must be proficient to read/write software codes, C++, Python or Matlab, although writing software will not be a major part of this job. It may be necessary to dive into a related problem or to understand or test aspects of the controls system.
Ability to clearly and logically communicate ideas and knowledge to various audiences
Extensive experience with experimental data analysis and development of data analysis tools with, for instance, Matlab or Python and data acquisition systems such as NI Labview
The successful candidate will not only have excelled in their technical field, but will have demonstrated inter-personal and communications strengths
Practical experience with breadth of metrology techniques and system design, including laser produced plasma systems
High-precision optical metrology development, including associated high-speed data acquisition and integration with control system functionality
Demonstrated ability to manage and lead a research project involving multiple stakeholders and constraints
Demonstrated ability to work effectively as a part of a team and lead investigation and research efforts
Other information
PHYSICAL DEMANDS AND WORK ENVIRONMENT
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
While performing the duties of this job, the employee routinely is required to sit; walk; talk; hear; use hands to keyboard, finger, handle, and feel; stoop, kneel, crouch, twist, reach, and stretch.
The employee is occasionally required to move around the campus.
The employee may occasionally lift and/or move up to 50 pounds.
May require travel dependent on business needs.
Specific vision abilities required by this job include close vision, color vision, peripheral vision, depth perception, and ability to adjust focus.
Can work under deadlines.
The environment generally is moderate in temperature and noise level.
Must be able to read and interpret data, information, and documents.
Can observe and respond to people and situations and interact with others encountered in the course of work.
Can learn and apply new information or skills.
Responsibilities include periodic travel to regional and overseas sites for product technical support and special support projects.
Work may include onsite technical support involving heavy lifting of equipment & modules.
Position will require technical work activity in a clean-room production environment and/or laboratory setting.
The environment generally is moderate in temperature and noise level.
Occasionally may be exposed to loud noise bursts and may be exposed to toxic gases (fluorine).
Must be able to work in small, confined spaces.
EOE AA M/F/Veteran/Disability",3.9,"ASML
3.9","San Diego, CA",10000+ Employees,1984,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 billion (USD)
Data Scientist,-1,"Get in on the ground floor at one of Boston's top startups and help us solve a huge challenge for developers and product teams: understanding the customer experience. LogRocket is the first system that gives these teams complete visibility into their customer's experience through pixel-perfect replays of user sessions and clear insight into logs, errors, and network activity. We've already attracted an elite roster of customers such as Reddit, Bloomberg, and NBC and recently raised a $15M Series B to continue building a world-class product and team.

If you’d like to join in on our mission of making every experience on the web as perfect as possible — all while taking ownership over your work and helping scale LogRocket to be a pillar in the Boston tech community — we’d love to speak with you!

About the role

We’re looking to bring aboard our first Data Scientist to develop next-generation features in the LogRocket platform. LogRocket tracks millions of events across our customers’ web applications to help product teams quickly identify and squash any bugs or errors that arise. We want to leverage that data to uncover new aspects of the user experience and provide proactive, actionable insights to help our partners build the best experience possible for their users. You will have millions of data points to explore and play around with on a daily basis while you build the foundation for LogRocket’s Data Science team and function for years to come.
You will...
Own the analysis, modeling, system design, and development of LogRocket’s initial data science products
Build the data science elements of LogRocket’s products that will help improve the user experience for thousands of web applications
Initiate the design, development, and implementation of scientific analysis projects or deliverables
Work directly with product and engineering leadership to help drive the design and architecture of the product
Help promote broader analytics initiatives across the organization
Brainstorm and test new data product ideas with the product organization
Work with fellow engineers to build out other parts of the infrastructure, effectively communicating your needs and understanding theirs
Meet with external customers to gain an understanding of their business and how LogRocket can provide data-driven solutions to their challenges
Build intelligence into our services to make them smarter
Qualifications
5+ years of practical experience with a BS, MS or PhD in Mathematics, Economics, Computer Science, Information Management, or Statistics
Experience designing and implementing machine learning pipelines in production environments
Experience with one or more general-purpose programming languages, including but not limited to: Java, Scala, and Python
Excellent understanding of machine learning techniques and algorithms such as logistic regression, linear regression, k-NN, naive Bayes, SVM, random forest, etc.
Proven ability to perform statistical analysis and experience with tools such as SAS, R, and equivalent
Experience with cloud computing services such as AWS
Ability to collaborate effectively and work as part of a team
Experience presenting insights to executives and nontechnical audiences about product analytics data
Ability to keep up to date with cutting-edge machine learning/big data methods and techniques
Ability to thrive in team environments using agile methodology and interacting with product leaders, scientists, and engineers to solve technology’s greatest challenges
Ability to learn and adapt quickly in a fast-paced, dynamic startup environment
Benefits and perks
Catered lunch throughout the week and a fully stocked kitchen with all your favorite snacks (healthy AND nonhealthy)
Open vacation policy — we all work hard and take time for ourselves when we need it, no strings attached
Extensive health, dental, and vision benefits, along with 401k and commuter benefits
Generous stock options (we all get to own a piece of what we’re building)
Regular team outings and activities (craft nights, boat cruises, excursions out of the city, and many more)
Flexible working hours and location
Ample opportunities to learn and take on new responsibilities in a fast-paced, growth-mode startup
About LogRocket

LogRocket was founded in 2016 by Matthew Arbesfeld and Ben Edelstein, a computer science duo who have been building products together since the third grade. Frustrated by how difficult it was to understand their customers' experiences, Arbesfeld and Edelstein set out toward an audacious goal: to make every experience on the web as perfect as possible.

Our team is a diverse group that brings an eclectic set of experiences from Google, Meteor, Drift, HubSpot, MIT, and Columbia. We enjoy eating lunch together every day in our airy downtown Boston office, learning more about each other at our show-and-tell sessions, and hosting our friends during #logrocketeer events. We focus on building our software with care and craftsmanship — our engineering blog posts offer a taste of that — and we welcome talented people from all backgrounds. Many of us have important spaces in our lives, whether it be family, social organizations, schools, or former companies, and we're doing all we can to make LogRocket another one.

LogRocket is an equal-opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.",4.7,"LogRocket
4.7","Boston, MA",1 to 50 Employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Director of Data Science,-1,"We’re hiring! We are currently looking for a Director of Data Science The person selected for this role will provide day-to-day leadership of the analytic team, focusing on advancing our analytic thought leadership, managing the delivery of high-quality client work, building team member skill sets, and supporting our business development efforts. *IN-STATE APPLICANTS ONLY PLEASE*
About You: *
You are a resourceful leader who can thrive in a fast-paced, data-driven marketing environment. You have a successful track record of mentoring analysts, producing your own high-quality work, presenting to clients and internal stakeholders, and staying at the forefront of analytic technologies and methodologies that enable “big data” solutions.

As a practice leader, you will work directly with clients, account teams, creative and technical team members to coordinate, manage, and execute work for a wide variety of clients. You will also be involved in the sales process as an analytic SME.
Location: *
Greater Boston Area with travel up to 20%.
Essential Duties and Responsibilities: *
Guide analytical projects across a wide area of responsibilities, with overall responsibility for output quality. Hands-on involvement for specific projects where required.
Assigning resources to projects, monitoring progress toward deliverables, and ensuring the overall quality and timeliness of the output.
Support business development efforts with relevant content and active participation as a member of the pitch team.
Continuously investigate and selectively adopt technologies and methodologies that keep us at the forefront of the industry.
Responsible for the development including external recruitment and internal progression of the members within the analytics team.
Mentor team members, helping them grow their technical and presentation skills.
Work closely with clients and internal stakeholders, earning their confidence and trust through thought leadership and quality of deliverables.
Collaborate with IT/Engineering in the development and packaging of AI solutions that can be utilized across clients.
Leading & progressing data science to provide innovative solutions for clients, including partner & supplier network.
Drives best-practice across Data COE for conducting and applying analytical techniques to a diverse range of business problems and applications.
Serve as a center of excellence for North America to lead, discuss and provide insights for various brand for data-driven performance marketing, from media to 1st party.
Champions and promote overview of the full suite of analytical services.
Build a network with international teams and establish processes to deliver growth and step change in Data Science.
Lead the forecasting and financial performance of international team ensuring delivery of the income forecast and target.
Showing initiative in implementing improvements to products and processes within the business.
Ability to explain complicated stats or data technology concepts.
Participate and lead QBRs meetings and highlighting macro and micro business and insights trends.
Required Skills/Experience: *
15+ years deploying data science in a business environment, including a progression of leadership positions
Experience with one or more statistical analysis and scripting tools, including R and Python
Experience with digital performance marketing meeting
Experience with Machine Learning and Artificial Intelligence algorithms deployed at scale
Experience with data extraction from SQL databases
Experience with big data technologies
Experience with cloud-based technologies (Azure, AWS)
Experience with data visualization tools and techniques
Strong oral and written communication skills
Strong business and financial acumen
Education: *
Bachelor’s degree in relevant field (MS or PhD preferred)
What we offer: *
Clear growth targets to focus you on your career progression
Huge learning opportunities with a network of 1000's of marketing experts at your fingertips
Job security with the backing of a global agency network
Awesome, friendly team with a work hard play hard culture
Tons of great benefits (including healthcare and excellent vacation allowance!)
Competitive pay with huge growth opportunities
Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Flexible spending account
Health insurance
Life insurance
Paid time off
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
Education:
Bachelor's (Preferred)
Experience:
Machine Learning: 4 years (Preferred)
Python: 4 years (Preferred)
Work Location:
One location
Work Remotely:
Yes, always",-1,Confidential,"Boston, MA",-1,-1,-1,-1,-1,-1
Data Scientist,65 k$-111 k$ (Esti. de Glassdoor),"Analytica is seeking a Data Scientist with an emphasis on statistical analytics within a newly deployed cloud-based platform to support a complex set of Federal Financial Compliance and Enforcement challenges. The position will apply statistical programming, statistical visualization techniques, modeling, and forecasting skills to analyze Federal Financial use cases. The ideal candidate will enjoy engaging with stakeholders, learning their business problems, providing technical guidance, evangelizing the teams data science capabilities. This position will sit in Washington, DC.

Requirements:
Feature Engineering and Attribute Evaluation - Candidate must demonstrate experience with identifying the key determinants for modeling that exist in the business process and within existing data sets as well as selecting evaluation protocols (model techniques).
Pre-processing - Demonstrate the skills and experience to collect, clean, and prepare data sets for input into a computational model using technologies such as Python, SAS, or R. Strong candidates will explain various methods you have applied using common pre-processing functions.
Modeling - Candidates will have practiced skills and experience selecting modeling techniques to fit the business problem. Examples will include techniques such as machine learning (ML) supervised and unsupervised learning, regression, neural networks and deep learning, natural language processing, etc.
Validation - Strong candidates will describe their experience with investigating, reporting, and justifying model results.
Visualization- Experience in presenting the results of their modeling activities, depicting the insights realized, and explaining the relevance of their results to the organizations business challenges.
Qualifications:
Master's degree required, and PhD preferred in Statistics, Mathematics, Computer Science, or familiar
Five (5)+ years in data science, data engineering, as a statistician, or a related quantitative field
High degree of experience utilizing SAS, R, or Python to support the development of complex statistical use cases
Strong problem-solving skills, leverage domain knowledge, information technology, and data science techniques
Experience implementing unsupervised (e.g., clustering), semi-supervised (e.g., label propagation) and supervised learning (e.g., ensemble classifiers) algorithms, and when it is appropriate to use each
Experience with a distributed enterprise Business Intelligence platform such a SAS, Tableau, or Qlik.
Experience with development of predictive analytics models
Experience working in an Agile project management environment
Must be a US citizen and must be able to maintain a Public trust security clearance
About ANALYTICA: Analytica is a leading consulting and information technology solutions provider to public sector organizations supporting health, civilian, and national security missions. Founded in 2009 and headquartered in Bethesda, MD, the company is an established SBA certified HUBZone and 8(a) small business that has been recognized by Inc. Magazine each of the past three years as one of the 250 fastest-growing companies in the U.S. Analytica specializes in providing software and systems engineering, information management, analytics & visualization, agile project management, and management consulting services. The company is appraised by the Software Engineering Institute (SEI) at CMMI® Maturity Level 3 and is an ISO 9001:2008 certified provider.",3.7,"Analytica
3.7","Washington, DC",51 to 200 Employees,2009,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
